headliner,support,year,date,time,ticket_price,
Sabo,"Torro Torro, Lucie Tic",2012,Wednesday Apr 25,9:00 PM,"			 $8.00       ",
A-Trak,U Hell Halloween party with Gent & Jawns,2012,Saturday Apr 21,10:00 PM,"			 $20.00       ",
Chairlift,Nite Jewel,2012,Saturday Apr 21,7:00 PM,"			 $13.00       ",
Tiger & Woods (Live),"Tim Sweeney, Beautiful Swimmers",2012,Friday Apr 20,10:00 PM,"			 $10.00       ",
Jill Barber,Lissy Rosemont,2012,Friday Apr 20,7:00 PM,"			 $15.00       ",
Tittsworth,"Rez-E, Des McMahon",2012,Thursday Apr 19,10:00 PM,"			 $5.00       ",
Hot Pink Delorean,"Rez-E, Des McMahon",2012,Thursday Apr 19,10:00 PM,"			 $5.00       ",
Alex Winston,Long Walks On The Beach,2012,Thursday Apr 19,7:00 PM,"			 $7.00       ",
John B,"Contemplation, Magentie",2012,Sunday Apr 15,9:00 PM,"			 $12.00       ",
Concord Dawn,"Contemplation, Magentie",2012,Sunday Apr 15,9:00 PM,"			 $12.00       ",
Nouveau Riche,"Gavin Holland, Steve Starks, Nacey",2012,Saturday Apr 14,10:00 PM,"			 $10.00       ",
Todd Terry,"Sam ""The Man"" Burns",2012,Friday Apr 13,10:00 PM,"			 $10.00       ",
Tim Fite,The Torches,2012,Friday Apr 13,7:00 PM,"			 $12.00       ",
Pacemaker,"Snare, Yung Raf",2012,Thursday Apr 12,9:00 PM,"			 $5.00       ",
Onslaught,,2012,Sunday Apr 8,7:00 PM,"			 $20.00       ",
M:pire of Evil,,2012,Sunday Apr 8,7:00 PM,"			 $20.00       ",
Willy Joy,DJ Yorker,2012,Saturday Apr 7,10:00 PM,"			 $10.00       ",
DJ Ayres,DJ Yorker,2012,Saturday Apr 7,10:00 PM,"			 $10.00       ",
Sammy Bananas,DJ Yorker,2012,Saturday Apr 7,10:00 PM,"			 $10.00       ",
A Silent Film,Empires,2012,Saturday Apr 7,7:00 PM,"			 $12.00       ",
The Revenge,"Joe L, Juan Zapata, Fil Latorre",2012,Friday Apr 6,10:00 PM,"			 $10.00       ",
6th Borough Project,"Joe L, Juan Zapata, Fil Latorre",2012,Friday Apr 6,10:00 PM,"			 $10.00       ",
Dieselboy,,2012,Thursday Apr 5,9:00 PM,"			 $15.00       ",
Photek,,2012,Thursday Apr 5,9:00 PM,"			 $15.00       ",
Yuksek,,2012,Wednesday Apr 4,8:00 PM,"			 $12.00       ",
French Horn Rebellion,,2012,Wednesday Apr 4,8:00 PM,"			 $12.00       ",
ANDRE NICKATINA,MUMBLS,2012,Tuesday Apr 3,7:00 PM,"			 $15.00       ",
Drop The Lime (DJ Set),"The Captain, Star Eyes",2012,Saturday Mar 31,10:00 PM,"			 $10.00       ",
emmet swimming,Soundtrack for Silent Films,2012,Saturday Mar 31,7:00 PM,"			 $15.00       ",
Deep Sugar DC w/ Ultra Nate & Lisa Moody,"Lisa Moody, Chris Burns",2012,Friday Mar 30,10:00 PM,"			 $5.00       ",
Example - SHOW IS CANCELLED,,2012,Wednesday Mar 28,7:00 PM,"			 $15.00       ",
Camo & Krooked,"Bassdread, Fringe",2012,Sunday Mar 25,9:00 PM,"			 $15.00       ",
U Hall DC DJ Showcase,"Wild North DJs, Moon/Bounce DJs, DJ Provoke, William DeVon, Remote Ctrl, DJ eLoeL",2012,Saturday Mar 24,10:00 PM,"			 $10.00       ",
"Sam ""The Man"" Burns","Muramasa, DJ Baronhawk Poitier",2012,Friday Mar 23,10:00 PM,"			 $10.00       ",
The Postelles,Fort Lean,2012,Friday Mar 23,7:00 PM,"			 $15.00       ",
Sugarpill,"DJ JD, DENMAN",2012,Thursday Mar 22,9:00 PM,"			 $10.00       ",
Flufftronix,"DJ JD, DENMAN",2012,Thursday Mar 22,9:00 PM,"			 $10.00       ",
Annie Mac,Heart-O-Matic (DJs Stereo Faith & Aetgy),2012,Wednesday Mar 21,10:00 PM,"			 $8.00       ",
Vetusta Morla,,2012,Wednesday Mar 21,7:00 PM,"			 $15.00       ",
Mista Jam,"Delta Heavy, Bassdread, Knoxbox",2012,Sunday Mar 18,9:00 PM,"			 $12.00       ",
VOLTA BUREAU (LIVE),,2012,Saturday Mar 17,10:00 PM,"			 $10.00       ",
Starks & Nacey,,2012,Saturday Mar 17,10:00 PM,"			 $10.00       ",
Brian Billion,,2012,Saturday Mar 17,10:00 PM,"			 $10.00       ",
EMA,Nu Sensae,2012,Saturday Mar 17,7:00 PM,"			 $12.00       ",
Derrick Carter,,2012,Friday Mar 16,10:00 PM,"			 $10.00       ",
Alan Braxe,,2012,Friday Mar 16,10:00 PM,"			 $10.00       ",
MOOMBAHTON MASSIVE XIII,,2012,Wednesday Mar 14,Doors: 9:00 pm / Show: 9:00 pm ,"			 $12.00       ",
"NADASTROM, SABO, TODDLA T",,2012,Wednesday Mar 14,Doors: 9:00 pm / Show: 9:00 pm ,"			 $12.00       ",
Four Tet (Live),FaltyDL,2012,Tuesday Mar 13,9:00 PM,"			 $20.00       ",
GEMINI,"Grime Syndicate, Fringe",2012,Sunday Mar 11,7:00 PM,"			 $16.00       ",
Koan Sound,"Grime Syndicate, Fringe",2012,Sunday Mar 11,7:00 PM,"			 $16.00       ",
Nouveau Riche,"Gavin Holland, Steve Starks, Nacey",2012,Saturday Mar 10,10:00 PM,"			 $10.00       ",
Chopteeth AfroFunk Big Band,"All Mighty Senators, DJ Guilherme",2012,Saturday Mar 10,7:00 PM,"			 $15.00       ",
Paul Woolford,Joe L.,2012,Friday Mar 9,10:00 PM,"			 $5.00       ",
Niki And The Dove (Live),Gordon Voidwell (Live),2012,Thursday Mar 8,Doors: 9:00 pm / Show: 9:00 pm ,"			 $10.00       ",
Niki And The Dove (Live),Gordon Voidwell (Live),2012,Thursday Mar 8,9:00 PM,"			 $5.00       ",
Matthew Dear (Live),Body Language (Live),2012,Wednesday Mar 7,Doors: 10:00 pm / Show: 10:00 pm ,"			 $10.00       ",
Fanfarlo,Young Man,2012,Wednesday Mar 7,7:00 PM,"			 $15.00       ",
"The Knocks with St. Lucia, Savoir Adore","St. Lucia, Savoir Adore",2012,Tuesday Mar 6,8:00 PM,"			 $10.00       ",
Jim Jones,"Ninjasonik, Nyemiah Supreme, Skotch Davis",2012,Monday Mar 5,7:00 PM,"			 $15.00       ",
Treasure Fingers,"Heart-O-Matic (DJs Stereo Faith & Aetgy), DJ Yorker",2012,Saturday Mar 3,10:00 PM,"			 $10.00       ",
Lazy Rich,"Uncle Jesse, LJ MTX",2012,Thursday Mar 1,9:00 PM,"			 $12.00       ",
Shiftee,"Uncle Jesse, LJ MTX",2012,Thursday Mar 1,9:00 PM,"			 $12.00       ",
Sazoon Boya,"Uncle Jesse, LJ MTX",2012,Thursday Mar 1,9:00 PM,"			 $12.00       ",
Chiddy Bang,Xaphoon Jones (DJ Set),2012,Tuesday Feb 28,10:00 PM,"			 $15.00       ",
Plump DJs,"Fort Knox Five, Proxxy & Lantern, Malphunktion",2012,Sunday Feb 26,9:00 PM,"			 $5.00       ",
"BLISS w/ Will Eastman, Dave P & Sammy Slice",Lxsx Frxnk,2012,Saturday Feb 25,10:00 PM,"			 $10.00       ",
Lionize,Foghound,2012,Saturday Feb 25,6:00 PM,"			 $13.00       ",
Maylene and the Sons of Disaster,Foghound,2012,Saturday Feb 25,6:00 PM,"			 $13.00       ",
Carl Craig,,2012,Friday Feb 24,10:00 PM,"			 $10.00       ",
Tittsworth's Birthday Bash!,,2012,Thursday Feb 23,10:00 PM,"			 $10.00       ",
Switch vs. Sinden,,2012,Thursday Feb 23,10:00 PM,"			 $10.00       ",
Tittsworth vs. Willy Joy,,2012,Thursday Feb 23,10:00 PM,"			 $10.00       ",
Ewan Pearson,"Protect-U (Live), Chris Nitti",2012,Wednesday Feb 22,Doors: 10:00 pm / Show: 10:00 pm ,"			 $5.00       ",
Aeroplane,DJ Provoke,2012,Saturday Feb 18,Doors: 10:00 pm / Show: 10:00 pm ,"			 $10.00       ",
Cassian,DJ Provoke,2012,Saturday Feb 18,Doors: 10:00 pm / Show: 10:00 pm ,"			 $10.00       ",
Dead Milkmen,Bleeding Rainbow,2012,Saturday Feb 18,7:00 PM,"			 $18.00       ",
DJ Spinna,Chris Burns,2012,Friday Feb 17,10:00 PM,"			 $5.00       ",
MartyParty,,2012,Thursday Feb 16,9:00 PM,"			 $10.00       ",
Zola Jesus,Talk Normal,2012,Thursday Feb 16,7:00 PM,"			 $15.00       ",
MOOMBAHTON MASSVE XII,,2012,Wednesday Feb 15,9:00 PM,"			 $12.00       ",
"Nadstrom, Sabo, Heartbreak, Munchi & Jen Lasher",,2012,Wednesday Feb 15,9:00 PM,"			 $12.00       ",
Nouveau Riche,"Gavin Holland, Steve Starks, Nacey",2012,Saturday Feb 11,10:00 PM,"			 $10.00       ",
The Big Boom feat. Gigamesh,"Ghost Beach (Live), DJ Xiao Yang",2012,Thursday Feb 9,9:00 PM,"			 $10.00       ",
Summer Camp (Live),"Ghost Beach (Live), DJ Xiao Yang",2012,Thursday Feb 9,9:00 PM,"			 $10.00       ",
Skream & Benga,,2012,Sunday Feb 5,Doors: 9:00 pm / Show: 9:00 pm ,"			 $20.00       ",
Classixx (DJ Set),Brian Billion,2012,Saturday Feb 4,10:00 PM,"			 $10.00       ",
Bit Funk,Brian Billion,2012,Saturday Feb 4,10:00 PM,"			 $10.00       ",
Jesse Rose,"J.Phlip, Jubilee",2012,Friday Feb 3,10:00 PM,"			 $10.00       ",
Red Baraat,,2012,Friday Feb 3,7:00 PM,"			 $15.00       ",
Evol Intent,"The Skeptiks, Mayhem",2012,Thursday Feb 2,9:00 PM,"			 $12.00       ",
"NEXGEN MUSIC, TiNiN, DJ sPm, Jahny Aleus, Affectionate Grooves",,2012,Wednesday Feb 1,9:00 PM,"			 $5.00       ",
BLISS w/ Will Eastman,Lxsx Frxnk,2012,Saturday Jan 28,10:00 PM,"			 $10.00       ",
Class Actress,Red Line Graffiti,2012,Saturday Jan 28,7:00 PM,"			 $12.00       ",
King Britt,"Sleepy & Boo, Ken Lazee",2012,Friday Jan 27,10:00 PM,"			 $10.00       ",
Maya Jane Coles,"Chris Nitti, Lxsx Frxnk",2012,Thursday Jan 26,9:00 PM,"			 $10.00       ",
Ladytron (Reuben Wu DJ Set),"Shea Van Horn, DJ Cale",2012,Wednesday Jan 25,9:00 PM,"			 $5.00       ",
Dubtribe Sound System (Live),,2012,Saturday Jan 21,10:00 PM,"			 $10.00       ",
"Tony Humphries with LOUISAHHH!!!, Joe L.","LOUISAHHH!!!, Joe L.",2012,Friday Jan 20,10:00 PM,"			 $10.00       ",
Ingrid Michaelson,,2012,Friday Jan 20,7:00 PM,"			 $25.00       ",
"Designer Drugs, PLS DNT STP, Hiro Tha Jap, Skitsnygg",HYX + H0U5T0N,2012,Thursday Jan 19,9:00 PM,"			 $6.00       ",
MOOMBAHTON MASSIVE XI,,2012,Wednesday Jan 18,9:00 PM,"			 $8.00       ",
"Nadastrom, Sabo, Bro Safari, Pickster One",,2012,Wednesday Jan 18,9:00 PM,"			 $8.00       ",
LUTHER,"Mark Louque, Pee Play, Bil Todd, Ryan Smith",2012,Sunday Jan 15,6:00 PM,"			 $12.00       ",
Nouveau Riche,"Gavin Holland, Steve Starks, Nacey",2012,Saturday Jan 14,10:00 PM,"			 $10.00       ",
Volta Bureau (DJ Set),,2012,Friday Jan 13,10:00 PM,"			 $10.00       ",
Rory Phillips,,2012,Friday Jan 13,10:00 PM,"			 $10.00       ",
The Knocks (Live),Magic Man (Live),2012,Thursday Jan 12,9:00 PM,"			 $10.00       ",
Brenton Duvall,Magic Man (Live),2012,Thursday Jan 12,9:00 PM,"			 $10.00       ",
Orchard Lounge,Mr. Bonkerz,2012,Wednesday Jan 11,9:00 pm  (event ends at 2:00 am),"			 $5.00       ",
Buraka Som Sistema,Willy Joy,2012,Tuesday Jan 10,7:00 PM,"			 $15.00       ",
EMA,,2012,Sunday Jan 8,7:00 PM,"			 $12.00       ",
Buraka Som Sistema,Willy Joy,2012,Sunday Jan 8,7:00 PM,"			 $15.00       ",
Red Baraat,,2012,Sunday Jan 8,7:00 PM,"			 $15       ",
Class Actress,,2012,Sunday Jan 8,7:00 PM,"			 $12       ",
Zola Jesus,Talk Normal,2012,Sunday Jan 8,7:00 PM,"			 $15       ",
Klever,JWLS,2012,Saturday Jan 7,10:00 PM,"			 $10.00       ",
Tittsworth,JWLS,2012,Saturday Jan 7,10:00 PM,"			 $10.00       ",
ForQuarters Collective,"Sam ""The Man"" Burns, Juan Zapata",2012,Friday Jan 6,Doors: 10:00 pm / Show: 10:00 pm ,"			 $10.00       ",
"J. Rabbit, Helicopter Showdown, AK1200, Lock Danan, Fringe",,2012,Thursday Jan 5,9:00 PM,"			 $12.00 - $15.00       ",
EMA,,2012,Wednesday Jan 4,7:00 PM,"			 $12       ",
Volta Bureau (DJ Set),Lxsx Frxnk,2011,Saturday Dec 31,10:00 PM,"			 $10.00       ",
MOOMBAHTON MASSIVE X - NEW YEAR'S EVE,,2011,Saturday Dec 31,9:00 PM,"			 $25.00       ",
Mark Farina,,2011,Friday Dec 30,10:00 PM,"			 $10.00       ",
Soundtrack for Silent Films,Matthew Stewart,2011,Friday Dec 30,7:00 PM,"			 $12.00       ",
Soundtrack for Silent Films,Matthew Stewart,2011,Friday Dec 30,7:00 PM,"			 $12.00       ",
Krafty Kuts,Proxxy & Lantern,2011,Thursday Dec 29,10:00 PM,"			 $10.00       ",
U HALLIDAY PARTY,"King Tutt, Obeyah, 5kinAndBone5, Denman, Keenan Orr, 814ofCourse, John Johnson",2011,Saturday Dec 24,10:00 PM,"			 $10.00       ",
Kerri Chandler (Open-to-close set!),Jaques Renault,2011,Friday Dec 23,10:00 PM,"			 $10.00       ",
Fat Trel's Nightmare Before Christmas,Fat Trel w/ Live Band!,2011,Sunday Dec 18,8:30 PM,"			 $15.00       ",
"Bliss w/ Will Eastman, Richard Richard, Chris Nitti",,2011,Saturday Dec 17,10:00 PM,"			 $10.00       ",
Penguin Prison,Big/Bright,2011,Saturday Dec 17,7:00 PM,"			 $12.00       ",
Penguin Prison,Big/Bright,2011,Saturday Dec 17,7:00 PM,"			 $12.00       ",
Seth Troxler,Dave Martin,2011,Thursday Dec 15,10:00 PM,"			 $5.00       ",
Nouveau Riche,"Gavin Holland, Steve Starks, Nacey",2011,Saturday Dec 10,10:00 PM,"			 $10.00       ",
The Whole Damme Delegation,Reemstarr,2011,Saturday Dec 10,7:00 PM,"			 $10.00       ",
The Whole Damme Delegation,Reemstarr,2011,Saturday Dec 10,7:00 PM,"			 $10.00       ",
Francois K.,"Miracles Club (Live), Beautiful Swimmers",2011,Friday Dec 9,10:00 PM,"			 $10.00       ",
"Edwin van Cleef, Monarchy, Xylos, Xaphoon Jones",,2011,Thursday Dec 8,9:00 PM,"			 $10       ",
Digitalism (Live),Data Romance,2011,Monday Dec 5,9:00 PM,"			 $12.00       ",
Wolf + Lamb,,2011,Saturday Dec 3,10:00 PM,"			 $10.00       ",
Soul Clap,,2011,Saturday Dec 3,10:00 PM,"			 $10.00       ",
Chopteeth,Alma TropicÃ¡lia,2011,Saturday Dec 3,7:00 PM,"			 $15.00       ",
Chopteeth,Alma TropicÃ¡lia,2011,Saturday Dec 3,7:00 PM,"			 $15.00       ",
Red Fridays: Will Eastman's Birthday!,"COSMO BAKER, SAM ""THE MAN"" BURNS, CHRIS NITTI, LXSX FRXNK",2011,Friday Dec 2,10:00 PM,"			 $10.00       ",
Avey Tare (Animal Collective - Live),"Eric Copeland, Insect Factory (Live)",2011,Wednesday Nov 30,8:00 PM,"			 $10.00       ",
BLISS w/ Will Eastman,,2011,Saturday Nov 26,10:00 PM,"			 $10.00       ",
"Bliss w/ Danny Daze, Tanner Ross, Outputmessage Lxsx Frxnk",,2011,Saturday Nov 26,9:00 PM,"			 $10.00       ",
Dimitri Max,,2011,Friday Nov 25,10:00 PM,"			 $10.00       ",
Soul Sway,,2011,Friday Nov 25,10:00 PM,"			 $10.00       ",
Johnson Lee,,2011,Friday Nov 25,10:00 PM,"			 $10.00       ",
Jimi Wes,,2011,Friday Nov 25,10:00 PM,"			 $10.00       ",
Ken Lazee,,2011,Friday Nov 25,10:00 PM,"			 $10.00       ",
MOOMBAHTON MASSIVE IX,"Nadastrom, Sabo, Jen Lasher",2011,Thursday Nov 24,9:00 PM,"			 $6.00       ",
"Nouveau Riche: ""Family Drama""","Gavin Holland, Steve Starks, Nacey",2011,Wednesday Nov 23,10:00 PM,"			 $5.00       ",
Switch,"Scottie B., Harry Ransom",2011,Saturday Nov 19,10:00 PM,"			 $10.00       ",
Nouveau Riche,"Gavin Holland, Steve Starks, Nacey",2011,Saturday Nov 12,10:00 PM,"			 $10.00       ",
Red Baraat,,2011,Saturday Nov 12,Doors: 12:00 pm / Show: 7:00 pm ,"			 $15.00       ",
Jellybean Benitez,"Doug Smith, John Johnson",2011,Friday Nov 11,10:00 PM,"			 $10.00       ",
The Hood Internet,Polarsets (Live),2011,Thursday Nov 10,9:00 PM,"			 $10.00       ",
Body Language (Live),Polarsets (Live),2011,Thursday Nov 10,9:00 PM,"			 $10.00       ",
Malente,"Fort Knox Five, Gavin Holland",2011,Wednesday Nov 9,10:00 PM,"			 $5.00       ",
Metro Area,Solomon Sanchez,2011,Saturday Nov 5,10:00 PM,"			 $10.00       ",
Metro Area,Solomon Sanchez,2011,Saturday Nov 5,10:00 PM,"			 $10.00       ",
Oliver $,"Sam Burns, Eau Claire & Philco, Joe L.",2011,Friday Nov 4,10:00 PM,"			 $10.00       ",
The Magician,"Plastic Plates, Mr. Bonkerz",2011,Wednesday Nov 2,9:00 PM,"			 $8.00       ",
Chopteeth,Alma TropicÃ¡lia,2011,Tuesday Nov 1,Doors: 7:00 pm / Show: 7:00 pm ,"			 $15.00       ",
Buraka Som Sistema,,2011,Tuesday Nov 1,7:00 PM,"			 $15.00       ",
U HELL,"Proxxy & Lantern, Reed Rothchild, Uncle Jesse, Lxsx Frxnkxnstxxn, Kruzan, Smudge, Thee Clown Prince",2011,Saturday Oct 29,10:00 PM,"			 $10.00       ",
The Field,,2011,Saturday Oct 29,7:00 PM,"			 $8.00       ",
Farid,,2011,Friday Oct 28,10:00 PM,"			 $10.00       ",
Kimozaki,,2011,Friday Oct 28,10:00 PM,"			 $10.00       ",
Mustard Pimp,"Codes, Sumner",2011,Thursday Oct 27,10:00 PM,"			 $5.00       ",
MOOMBAHTON MASSIVE VIII,"Craze, Tittsworth, Sabo, Billy The Gent, Cam Jus, Thomas Blondet, Obeyah",2011,Wednesday Oct 26,9:00 PM,"			 $6.00       ",
Star Slinger,"Shlohmo, Shigeto, Petworth (Moon/Bounce, DC)",2011,Tuesday Oct 25,8:00 PM,"			 $8.00       ",
BLISS w/ Will Eastman,Chris Nitti,2011,Saturday Oct 22,10:00 PM,"			 $10.00       ",
Ultra NatÃ©,Lisa Moody,2011,Friday Oct 21,10:00 PM,"			 $10.00       ",
Drop The Lime (Live),,2011,Thursday Oct 20,9:00 PM,"			 $8.00       ",
Japanese Popstars (Live),,2011,Thursday Oct 20,9:00 PM,"			 $8.00       ",
Matthew Dear (DJ Set),"Outputmessage (DJ Set), Navbox",2011,Saturday Oct 15,10:00 PM,"			 $10.00       ",
Fred Falke,Micah Vellian,2011,Friday Oct 14,10:00 PM,"			 $10.00       ",
Lifelike,Micah Vellian,2011,Friday Oct 14,10:00 PM,"			 $10.00       ",
Nouveau Riche,"Gavin Holland, Steve Starks, Nacey",2011,Saturday Oct 8,10:00 PM,"			 $10.00       ",
Depressed Buttons,"Clicks & Whistles, DENMAN",2011,Saturday Oct 1,10:00 PM,"			 $10.00       ",
Tedd Patterson,"Sam Burns, Eau Claire & Philco, Chris Burns",2011,Friday Sep 30,10:00 PM,"			 $10.00       ",
The Rapture (Live),,2011,Sunday Sep 25,9:00 PM,"			 $15.00 - $18.00       ",
Bliss 11 Year Anniversary Party!,"Will Eastman ""Caroline/Rabid"" EP Release Party",2011,Saturday Sep 24,10:00 PM,"			 $10.00       ",
Miguel Migs,Lisa Shaw,2011,Friday Sep 23,10:00 PM,"			 $10.00       ",
,"Udachi, Deathface, Samo Sound Boy, The Captain",2011,Thursday Sep 22,10:00 PM,"			 $7.00       ",
Vockah Redu (Live),,2011,Monday Sep 19,8:00 PM,"			 $10.00       ",
TT The Artist,,2011,Monday Sep 19,8:00 PM,"			 $10.00       ",
Noon30,,2011,Monday Sep 19,8:00 PM,"			 $10.00       ",
Vockah Redu (Live),,2011,Monday Sep 19,8:00 PM,"			 $10.00       ",
TT The Artist,,2011,Monday Sep 19,8:00 PM,"			 $10.00       ",
Noon30,,2011,Monday Sep 19,8:00 PM,"			 $10.00       ",
Sinden,"J.Phlip, Brian Billion",2011,Saturday Sep 17,10:00 PM,"			 $10.00       ",
Bruno Pronsato,"Jubilee (DC), Lxsx Frxnk",2011,Friday Sep 16,10:00 PM,"			 $10.00       ",
Russ Chimes (DJ Set),"MNDR (Live), Starsmith (DJ Set), Nicky Blitz (Live), Brenton Duvall (DJ Set)",2011,Thursday Sep 15,9:00 PM,"			 $10.00       ",
MOOMBAHTON MASSIVE vs TORMENTA TROPICAL,"Nadastrom, Sabo, Uproot Andy, Oro 11, Shawn Reynaldo",2011,Wednesday Sep 14,Doors: 9:00 pm / Show: 9:00 pm ,"			 $6.00       ",
Nouveau Riche,"Gavin Holland, Steve Starks, Nacey",2011,Saturday Sep 10,10:00 PM,"			 $10.00       ",
DJ Spen,Chris Burns,2011,Friday Sep 9,10:00 PM,"			 $10.00       ",
Muthafunkaz (Live),Chris Burns,2011,Friday Sep 9,10:00 PM,"			 $10.00       ",
VibeSquaD,"Unspoken Heard (Live), Nappy Riddem (Live), Fort Knox Five (DJ Set)",2011,Sunday Sep 4,Doors: 9:00 pm / Show: 9:00 pm ,"			 $10.00       ",
Volta Bureau (DJ Set),"Jay Simon, Chris Nitti, Lxsx Frxnk",2011,Saturday Sep 3,10:00 PM,"			 $10.00       ",
"Sam ""The Man"" Burns","Sol Power All Stars - Meistro, Deep Sang, Stylus",2011,Friday Sep 2,10:00 PM,"			 $10.00       ",
Optimo,JDH & Dave P,2011,Wednesday Aug 31,10:00 PM,"			 $5.00       ",
BLISS w/ Will Eastman,"Will Eastman, Kid Color, Jerome Baker III",2011,Saturday Aug 27,10:00 PM,"			 $10.00       ",
The Knocks (Live),"ANR (Live), St. Lucia (Live), Captain Cuts (DJ Set), Lightwaves (DJ Set)",2011,Thursday Aug 25,9:00 PM,"			 $10.00       ",
Win Win (DJ Set),"Heart-O-Matic (DJs Stereo Faith & Aetgy), Simon Phoenix, Chris O.",2011,Sunday Aug 21,9:00 PM,"			 $5.00       ",
Ronnie Darko,"Heart-O-Matic (DJs Stereo Faith & Aetgy), Simon Phoenix, Chris O.",2011,Sunday Aug 21,9:00 PM,"			 $5.00       ",
+ SP4NK R0CK!,"Heart-O-Matic (DJs Stereo Faith & Aetgy), Simon Phoenix, Chris O.",2011,Sunday Aug 21,9:00 PM,"			 $5.00       ",
Craze,"Nacey, Obeyah",2011,Saturday Aug 20,10:00 PM,"			 $10.00       ",
DJ Garth,"Bicep, Joe L.",2011,Friday Aug 19,10:00 PM,"			 $10.00       ",
MOOMBAHTON MASSIVE VI,"NADASTROM vs. SABO, MUNCHI vs. HEARTBREAK, BILLY THE GENT vs. LONG JAWNS vs JWLS, MELO vs. PICKSTER ONE, OBEYAH vs. SAZON BOOYA, JON KWEST vs. UNCLE JESSE, CAM JUS vs. A-MAC",2011,Thursday Aug 18,8:00 pm  (event ends at 2:30 am),"			 $8.00       ",
The Twelves (Live),"Gloves, AutoRock",2011,Wednesday Aug 17,9:00 PM,"			 $10.00       ",
Nouveau Riche,"Gavin Holland, Steve Starks, Nacey",2011,Saturday Aug 13,10:00 PM,"			 $10.00       ",
Doc Martin,Solomon Sanchez,2011,Friday Aug 12,10:00 PM,"			 $10.00       ",
Classixx (DJ Set),"Plastic Plates, Mr. Bonkerz",2011,Saturday Aug 6,10:00 PM,"			 $10.00       ",
Timmy Regisford,Chris Burns,2011,Friday Aug 5,10:00 PM,"			 $10.00       ",
Claude VonStroke,Brian Billion,2011,Tuesday Aug 2,10:00 PM,"			 $10.00       ",
Blatta & Inesha,"E-Marce, Lxsx Frxnk",2011,Saturday Jul 30,10:00 PM,"			 $10.00       ",
Midnight Conspiracy,"E-Marce, Lxsx Frxnk",2011,Saturday Jul 30,10:00 PM,"			 $10.00       ",
The Cornel West Theory,"Kokayi, Gods'Illa, DJ Underdog",2011,Saturday Jul 30,7:00 PM,"			 $10.00       ",
Farid 5-Hour Set,,2011,Friday Jul 29,10:00 PM,"			 $10.00       ",
Etienne De Crecy,,2011,Saturday Jul 23,10:00 PM,"			 $10.00       ",
Ursula 1000,,2011,Saturday Jul 23,10:00 PM,"			 $10.00       ",
Ultra NatÃ©,Lisa Moody,2011,Friday Jul 22,10:00 PM,"			 $10.00       ",
Penguin Prison (Live),Brenton Duvall,2011,Thursday Jul 21,9:00 PM,"			 $8.00       ",
RAC DJs,Brenton Duvall,2011,Thursday Jul 21,9:00 PM,"			 $8.00       ",
Reptar (Live),Brenton Duvall,2011,Thursday Jul 21,9:00 PM,"			 $8.00       ",
BLISS w/ Will Eastman,"Will Eastman, Nick Catchdubs (Fool's Gold Recs), Chris Nitti",2011,Saturday Jul 16,10:00 PM,"			 $10.00       ",
"Miss Fortune:  Rocky Rivera, Misnomer(S), Kickrocks Crew, The Pinstriped Rebel, Kelly Zen-Yie Tsai",,2011,Saturday Jul 16,7:30 PM,"			 $10.00       ",
King Britt,"Thomas Blondet, Christine Moritz",2011,Friday Jul 15,9:00 PM,"			 $10.00       ",
Saturn Never Sleeps,"Thomas Blondet, Christine Moritz",2011,Friday Jul 15,9:00 PM,"			 $10.00       ",
Saturn Never Sleeps,,2011,Friday Jul 15,7:00 PM,"			 $5.00       ",
Joakim,JDH & Dave P,2011,Wednesday Jul 13,9:00 PM,"			 $8.00       ",
Blondes (Live),JDH & Dave P,2011,Wednesday Jul 13,9:00 PM,"			 $8.00       ",
Nadastrom,"Munchi, Jillionaire",2011,Sunday Jul 10,10:00 PM,"			 $5.00       ",
Nouveau Riche,"Gavin Holland, Steve Starks, Nacey",2011,Saturday Jul 9,10:00 PM,"			 $10.00       ",
DJ Nu-Mark,"Fort Knox Five, See-I, Rex Riddem",2011,Sunday Jul 3,10:00 PM,"			 $10.00       ",
Dubtribe Sound System (Live),,2011,Saturday Jul 2,10:00 PM,"			 $10.00       ",
